row,section_title,section,block,instance,module,block_kind,port,direction,width,clock_domain,reset_domain,connection_class,source_signal,connects_to,pad_or_macro,voltage_domain,top_wrapper_action,notes,source_file
73,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_write_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_write,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_write_i,internal,1V8,connect_direct,I2C transaction write flag,I2C/rtl/spadmic_i2c_slave.sv
74,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_addr_o,output,SPADMIC_CSR_ADDR_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_addr,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_addr_i,internal,1V8,connect_direct,CSR address from I2C,I2C/rtl/spadmic_i2c_slave.sv
75,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_wdata_o,output,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_wdata,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_wdata_i,internal,1V8,connect_direct,CSR write data from I2C,I2C/rtl/spadmic_i2c_slave.sv
76,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_ready_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_ready,i2c_slave.u_i2c_slave.txn_ready_i,internal,1V8,connect_direct,Bridge ready to accept transaction,I2C/rtl/spadmic_i2c_slave.sv
77,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_rsp_valid_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_valid,i2c_slave.u_i2c_slave.txn_rsp_valid_i,internal,1V8,connect_direct,Bridge response valid,I2C/rtl/spadmic_i2c_slave.sv
78,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_rsp_rdata_i,input,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_rdata,i2c_slave.u_i2c_slave.txn_rsp_rdata_i,internal,1V8,connect_direct,Bridge read response data,I2C/rtl/spadmic_i2c_slave.sv
79,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_rsp_err_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_err,i2c_slave.u_i2c_slave.txn_rsp_err_i,internal,1V8,connect_direct,Bridge response error,I2C/rtl/spadmic_i2c_slave.sv
80,04 - Genus Handoff Blocks,handoff_block,i2c_slave,u_i2c_slave,spadmic_i2c_slave,handoff,txn_rsp_ready_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_ready,i2c_csr_bridge.u_i2c_bridge.i2c_rsp_ready_i,internal,1V8,connect_direct,I2C ready for response,I2C/rtl/spadmic_i2c_slave.sv
81,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,clk_sys,input,1,clk_sys,rst_i2c_n,clock,clk_sys,i2c_csr_bridge.u_i2c_bridge.clk_sys,clock_wrapper,1V8,connect_direct,CSR bridge clock,I2C/rtl/spadmic_i2c_csr_bridge.sv
82,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,rst_n,input,1,clk_sys,rst_i2c_n,reset,rst_i2c_n,i2c_csr_bridge.u_i2c_bridge.rst_n,internal,1V8,connect_direct,I2C transport reset,I2C/rtl/spadmic_i2c_csr_bridge.sv
83,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_cmd_valid_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_valid,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_valid_i,internal,1V8,connect_direct,From I2C slave txn_valid_o,I2C/rtl/spadmic_i2c_csr_bridge.sv
84,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_cmd_write_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_write,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_write_i,internal,1V8,connect_direct,From I2C slave txn_write_o,I2C/rtl/spadmic_i2c_csr_bridge.sv
85,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_cmd_addr_i,input,SPADMIC_CSR_ADDR_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_addr,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_addr_i,internal,1V8,connect_direct,From I2C slave txn_addr_o,I2C/rtl/spadmic_i2c_csr_bridge.sv
86,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_cmd_wdata_i,input,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_wdata,i2c_csr_bridge.u_i2c_bridge.i2c_cmd_wdata_i,internal,1V8,connect_direct,From I2C slave txn_wdata_o,I2C/rtl/spadmic_i2c_csr_bridge.sv
87,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_cmd_ready_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_cmd_ready,i2c_slave.u_i2c_slave.txn_ready_i,internal,1V8,connect_direct,Ready to I2C slave,I2C/rtl/spadmic_i2c_csr_bridge.sv
88,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_rsp_valid_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_valid,i2c_slave.u_i2c_slave.txn_rsp_valid_i,internal,1V8,connect_direct,Response valid to I2C slave,I2C/rtl/spadmic_i2c_csr_bridge.sv
89,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_rsp_rdata_o,output,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_rdata,i2c_slave.u_i2c_slave.txn_rsp_rdata_i,internal,1V8,connect_direct,Read data to I2C slave,I2C/rtl/spadmic_i2c_csr_bridge.sv
90,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_rsp_err_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_err,i2c_slave.u_i2c_slave.txn_rsp_err_i,internal,1V8,connect_direct,Response error to I2C slave,I2C/rtl/spadmic_i2c_csr_bridge.sv
91,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,i2c_rsp_ready_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,i2c_rsp_ready,i2c_csr_bridge.u_i2c_bridge.i2c_rsp_ready_i,internal,1V8,connect_direct,Response ready from I2C slave,I2C/rtl/spadmic_i2c_csr_bridge.sv
92,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_req_valid_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_req_valid,matrix_top_csr.u_matrix_top_csr.csr_valid_i,internal,1V8,connect_direct,CSR request valid,I2C/rtl/spadmic_i2c_csr_bridge.sv
93,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_req_write_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_req_write,matrix_top_csr.u_matrix_top_csr.csr_write_i,internal,1V8,connect_direct,CSR write flag,I2C/rtl/spadmic_i2c_csr_bridge.sv
94,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_req_addr_o,output,SPADMIC_CSR_ADDR_W,clk_sys,rst_i2c_n,subblock_to_subblock,csr_req_addr,matrix_top_csr.u_matrix_top_csr.csr_addr_i,internal,1V8,connect_direct,CSR address,I2C/rtl/spadmic_i2c_csr_bridge.sv
95,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_req_wdata_o,output,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,csr_req_wdata,matrix_top_csr.u_matrix_top_csr.csr_wdata_i,internal,1V8,connect_direct,CSR write data,I2C/rtl/spadmic_i2c_csr_bridge.sv
96,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_req_ready_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_req_ready,i2c_csr_bridge.u_i2c_bridge.csr_req_ready_i,internal,1V8,connect_direct,CSR endpoint ready,I2C/rtl/spadmic_i2c_csr_bridge.sv
97,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_rsp_valid_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_rsp_valid,i2c_csr_bridge.u_i2c_bridge.csr_rsp_valid_i,internal,1V8,connect_direct,CSR response valid,I2C/rtl/spadmic_i2c_csr_bridge.sv
98,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_rsp_rdata_i,input,SPADMIC_CSR_DATA_W,clk_sys,rst_i2c_n,subblock_to_subblock,csr_rsp_rdata,i2c_csr_bridge.u_i2c_bridge.csr_rsp_rdata_i,internal,1V8,connect_direct,CSR response data,I2C/rtl/spadmic_i2c_csr_bridge.sv
99,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_rsp_err_i,input,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_rsp_err,i2c_csr_bridge.u_i2c_bridge.csr_rsp_err_i,internal,1V8,connect_direct,CSR response error,I2C/rtl/spadmic_i2c_csr_bridge.sv
100,04 - Genus Handoff Blocks,handoff_block,i2c_csr_bridge,u_i2c_bridge,spadmic_i2c_csr_bridge,handoff,csr_rsp_ready_o,output,1,clk_sys,rst_i2c_n,subblock_to_subblock,csr_rsp_ready,matrix_top_csr.u_matrix_top_csr.csr_rsp_ready_i,internal,1V8,connect_direct,CSR response ready,I2C/rtl/spadmic_i2c_csr_bridge.sv
101,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,clk_sys,input,1,clk_sys,rst_sys_n,clock,clk_sys,matrix_top_csr.u_matrix_top_csr.clk_sys,clock_wrapper,1V8,connect_direct,Main CSR endpoint clock,TOP/rtl/spadmic_matrix_top_csr.sv
102,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,rst_n,input,1,clk_sys,rst_sys_n,reset,rst_sys_n,matrix_top_csr.u_matrix_top_csr.rst_n,internal,1V8,connect_direct,Global clk_sys reset,TOP/rtl/spadmic_matrix_top_csr.sv
103,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_valid_i,input,1,clk_sys,rst_sys_n,subblock_to_subblock,csr_req_valid,matrix_top_csr.u_matrix_top_csr.csr_valid_i,internal,1V8,connect_direct,From I2C CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
104,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_write_i,input,1,clk_sys,rst_sys_n,subblock_to_subblock,csr_req_write,matrix_top_csr.u_matrix_top_csr.csr_write_i,internal,1V8,connect_direct,From I2C CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
105,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_addr_i,input,SPADMIC_CSR_ADDR_W,clk_sys,rst_sys_n,subblock_to_subblock,csr_req_addr,matrix_top_csr.u_matrix_top_csr.csr_addr_i,internal,1V8,connect_direct,From I2C CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
106,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_wdata_i,input,SPADMIC_CSR_DATA_W,clk_sys,rst_sys_n,subblock_to_subblock,csr_req_wdata,matrix_top_csr.u_matrix_top_csr.csr_wdata_i,internal,1V8,connect_direct,From I2C CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
107,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_ready_o,output,1,clk_sys,rst_sys_n,subblock_to_subblock,csr_req_ready,i2c_csr_bridge.u_i2c_bridge.csr_req_ready_i,internal,1V8,connect_direct,Ready to CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
108,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_rvalid_o,output,1,clk_sys,rst_sys_n,subblock_to_subblock,csr_rsp_valid,i2c_csr_bridge.u_i2c_bridge.csr_rsp_valid_i,internal,1V8,connect_direct,Response valid to CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
109,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_rdata_o,output,SPADMIC_CSR_DATA_W,clk_sys,rst_sys_n,subblock_to_subblock,csr_rsp_rdata,i2c_csr_bridge.u_i2c_bridge.csr_rsp_rdata_i,internal,1V8,connect_direct,Response data to CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
110,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,csr_err_o,output,1,clk_sys,rst_sys_n,subblock_to_subblock,csr_rsp_err,i2c_csr_bridge.u_i2c_bridge.csr_rsp_err_i,internal,1V8,connect_direct,Response error to CSR bridge,TOP/rtl/spadmic_matrix_top_csr.sv
111,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,safe_idle_i,input,1,clk_sys,rst_sys_n,status,safe_idle,matrix_top_csr.u_matrix_top_csr.safe_idle_i,internal,1V8,connect_direct,Composite safe idle from top glue,TOP/rtl/spadmic_matrix_top_csr.sv
112,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,transition_busy_i,input,1,clk_sys,rst_sys_n,tieoff,1'b0,matrix_top_csr.u_matrix_top_csr.transition_busy_i,internal,1V8,tie_constant,No separate transition sequencer in active top,TOP/rtl/spadmic_top_matrix_v1.sv
113,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,event_busy_i,input,1,clk_sys,rst_sys_n,status,event_busy,matrix_top_csr.u_matrix_top_csr.event_busy_i,internal,1V8,connect_direct,Event coordinator busy status,TOP/rtl/spadmic_matrix_top_csr.sv
114,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,event_id_i,input,14,clk_sys,rst_sys_n,status,event_id,matrix_top_csr.u_matrix_top_csr.event_id_i,internal,1V8,connect_direct,Current event ID,TOP/rtl/spadmic_matrix_top_csr.sv
115,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,required_packet_mask_i,input,4,clk_sys,rst_sys_n,status,required_packet_mask,matrix_top_csr.u_matrix_top_csr.required_packet_mask_i,internal,1V8,connect_direct,Current required packet mask,TOP/rtl/spadmic_matrix_top_csr.sv
116,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,completed_packet_mask_i,input,4,clk_sys,rst_sys_n,status,completed_packet_status_mask,matrix_top_csr.u_matrix_top_csr.completed_packet_mask_i,internal,1V8,connect_direct,Pending or completed packet status,TOP/rtl/spadmic_matrix_top_csr.sv
117,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,required_reset_ack_mask_i,input,4,clk_sys,rst_sys_n,status,required_reset_ack_mask,matrix_top_csr.u_matrix_top_csr.required_reset_ack_mask_i,internal,1V8,connect_direct,Reset or start acknowledgement mask,TOP/rtl/spadmic_matrix_top_csr.sv
118,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,observed_reset_ack_mask_i,input,4,clk_sys,rst_sys_n,status,observed_reset_ack_mask,matrix_top_csr.u_matrix_top_csr.observed_reset_ack_mask_i,internal,1V8,connect_direct,Observed reset or start acknowledgements,TOP/rtl/spadmic_matrix_top_csr.sv
119,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,event_rejected_not_ready_i,input,1,clk_sys,rst_sys_n,status,event_rejected_not_ready,matrix_top_csr.u_matrix_top_csr.event_rejected_not_ready_i,internal,1V8,connect_direct,Event rejected status,TOP/rtl/spadmic_matrix_top_csr.sv
120,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_valid_i,input,1,clk_sys,rst_sys_n,status,snapshot_valid,matrix_top_csr.u_matrix_top_csr.snapshot_valid_i,internal,1V8,connect_direct,Snapshot status from frontend,TOP/rtl/spadmic_matrix_top_csr.sv
121,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_busy_i,input,1,clk_sys,rst_sys_n,status,snapshot_busy,matrix_top_csr.u_matrix_top_csr.snapshot_busy_i,internal,1V8,connect_direct,Snapshot frontend busy,TOP/rtl/spadmic_matrix_top_csr.sv
122,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_timeout_i,input,1,clk_sys,rst_sys_n,status,snapshot_timeout,matrix_top_csr.u_matrix_top_csr.snapshot_timeout_i,internal,1V8,connect_direct,Snapshot timeout status,TOP/rtl/spadmic_matrix_top_csr.sv
123,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_overlap_i,input,1,clk_sys,rst_sys_n,status,snapshot_overlap,matrix_top_csr.u_matrix_top_csr.snapshot_overlap_i,internal,1V8,connect_direct,Snapshot overlap status,TOP/rtl/spadmic_matrix_top_csr.sv
124,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_reject_i,input,1,clk_sys,rst_sys_n,status,snapshot_reject,matrix_top_csr.u_matrix_top_csr.snapshot_reject_i,internal,1V8,connect_direct,Snapshot rejected status,TOP/rtl/spadmic_matrix_top_csr.sv
125,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_rearm_ready_i,input,1,clk_sys,rst_sys_n,status,snapshot_rearm_ready,matrix_top_csr.u_matrix_top_csr.snapshot_rearm_ready_i,internal,1V8,connect_direct,Snapshot ready for next event,TOP/rtl/spadmic_matrix_top_csr.sv
126,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_R_i,input,64,clk_sys,rst_sys_n,status,snapshot_R,matrix_top_csr.u_matrix_top_csr.snapshot_R_i,internal,1V8,connect_direct,Captured matrix R snapshot,TOP/rtl/spadmic_matrix_top_csr.sv
127,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_Y_i,input,64,clk_sys,rst_sys_n,status,snapshot_Y,matrix_top_csr.u_matrix_top_csr.snapshot_Y_i,internal,1V8,connect_direct,Captured matrix Y snapshot,TOP/rtl/spadmic_matrix_top_csr.sv
128,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_B_i,input,64,clk_sys,rst_sys_n,status,snapshot_B,matrix_top_csr.u_matrix_top_csr.snapshot_B_i,internal,1V8,connect_direct,Captured matrix B snapshot,TOP/rtl/spadmic_matrix_top_csr.sv
129,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,reset_busy_i,input,1,clk_sys,rst_sys_n,status,reset_busy,matrix_top_csr.u_matrix_top_csr.reset_busy_i,internal,1V8,connect_direct,Matrix reset busy,TOP/rtl/spadmic_matrix_top_csr.sv
130,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,reset_done_i,input,1,clk_sys,rst_sys_n,status,reset_done,matrix_top_csr.u_matrix_top_csr.reset_done_i,internal,1V8,connect_direct,Matrix reset done pulse,TOP/rtl/spadmic_matrix_top_csr.sv
131,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,reset_disabled_i,input,1,clk_sys,rst_sys_n,status,reset_disabled,matrix_top_csr.u_matrix_top_csr.reset_disabled_i,internal,1V8,connect_direct,Auto reset disabled status,TOP/rtl/spadmic_matrix_top_csr.sv
132,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_busy_i,input,1,clk_sys,rst_sys_n,status,matrix_cfg_busy,matrix_top_csr.u_matrix_top_csr.matrix_cfg_busy_i,internal,1V8,connect_direct,Matrix config busy,TOP/rtl/spadmic_matrix_top_csr.sv
133,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_done_i,input,1,clk_sys,rst_sys_n,status,matrix_cfg_done,matrix_top_csr.u_matrix_top_csr.matrix_cfg_done_i,internal,1V8,connect_direct,Matrix config done,TOP/rtl/spadmic_matrix_top_csr.sv
134,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_error_i,input,1,clk_sys,rst_sys_n,status,matrix_cfg_error,matrix_top_csr.u_matrix_top_csr.matrix_cfg_error_i,internal,1V8,connect_direct,Matrix config error,TOP/rtl/spadmic_matrix_top_csr.sv
135,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_last_error_i,input,4,clk_sys,rst_sys_n,status,matrix_cfg_last_error,matrix_top_csr.u_matrix_top_csr.matrix_cfg_last_error_i,internal,1V8,connect_direct,Matrix config last error code,TOP/rtl/spadmic_matrix_top_csr.sv
136,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_rdata_i,input,64,clk_sys,rst_sys_n,status,matrix_cfg_rdata,matrix_top_csr.u_matrix_top_csr.matrix_cfg_rdata_i,internal,1V8,connect_direct,Matrix config readback data,TOP/rtl/spadmic_matrix_top_csr.sv
137,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_readback_valid_i,input,1,clk_sys,rst_sys_n,status,matrix_cfg_readback_valid,matrix_top_csr.u_matrix_top_csr.matrix_cfg_readback_valid_i,internal,1V8,connect_direct,Matrix config readback valid,TOP/rtl/spadmic_matrix_top_csr.sv
138,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_valid_i,input,1,clk_sys,rst_sys_n,status,matrix_cfg_valid,matrix_top_csr.u_matrix_top_csr.matrix_cfg_valid_i,internal,1V8,connect_direct,Matrix config output valid,TOP/rtl/spadmic_matrix_top_csr.sv
139,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,ddr_empty_i,input,1,clk_sys,rst_sys_n,status,ddr_empty,matrix_top_csr.u_matrix_top_csr.ddr_empty_i,internal,1V8,connect_direct,DDR pairer empty,TOP/rtl/spadmic_matrix_top_csr.sv
140,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,ddr_busy_i,input,1,clk_sys,rst_sys_n,status,ddr_busy,matrix_top_csr.u_matrix_top_csr.ddr_busy_i,internal,1V8,connect_direct,DDR pairer busy,TOP/rtl/spadmic_matrix_top_csr.sv
141,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,ddr_pair_valid_i,input,1,clk_sys,rst_sys_n,status,ddr_pair_valid_o,matrix_top_csr.u_matrix_top_csr.ddr_pair_valid_i,internal,1V8,connect_direct,DDR pair valid output mirrored into CSR,TOP/rtl/spadmic_matrix_top_csr.sv
142,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,ddr_padded_i,input,1,clk_sys,rst_sys_n,status,ddr_padded,matrix_top_csr.u_matrix_top_csr.ddr_padded_i,internal,1V8,connect_direct,DDR padded flush status,TOP/rtl/spadmic_matrix_top_csr.sv
143,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_level_i,input,SPADMIC_OUTPUT_FIFO_LEVEL_W,clk_sys,rst_sys_n,status,output_fifo_level,matrix_top_csr.u_matrix_top_csr.output_fifo_level_i,internal,1V8,connect_direct,FIFO level status,TOP/rtl/spadmic_matrix_top_csr.sv
144,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_free_words_i,input,SPADMIC_OUTPUT_FIFO_LEVEL_W,clk_sys,rst_sys_n,status,output_fifo_free_words,matrix_top_csr.u_matrix_top_csr.output_fifo_free_words_i,internal,1V8,connect_direct,FIFO free words status,TOP/rtl/spadmic_matrix_top_csr.sv
145,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_empty_i,input,1,clk_sys,rst_sys_n,status,output_fifo_empty,matrix_top_csr.u_matrix_top_csr.output_fifo_empty_i,internal,1V8,connect_direct,FIFO empty status,TOP/rtl/spadmic_matrix_top_csr.sv
146,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_full_i,input,1,clk_sys,rst_sys_n,status,output_fifo_full,matrix_top_csr.u_matrix_top_csr.output_fifo_full_i,internal,1V8,connect_direct,FIFO full status,TOP/rtl/spadmic_matrix_top_csr.sv
